Modified iata,Modified name,Modified city,Modified state,Modified country,Modified latitude,Modified longitude
Modified 2A0,Modified Mark Anton,Modified Dayton,Modified TN,Modified USA,Modified 35.48624611,Modified -84.93109722
Modified 2A1,Modified Jamestown Municipal,Modified Jamestown,Modified TN,Modified USA,Modified 36.34970833,Modified -84.94664472
Modified 2A3,Modified Larsen Bay,Modified Larsen Bay,Modified AK,Modified USA,Modified 57.53510667,Modified -153.9784169
Modified 2A9,Modified Kotlik,Modified Kotlik,Modified AK,Modified USA,Modified 63.03116111,Modified -163.5299278
Modified 2AK,Modified Lime Village,Modified Lime Village,Modified AK,Modified USA,Modified 61.35848528,Modified -155.4403508
Modified 2B3,Modified Parlin,Modified Newport,Modified NH,Modified USA,Modified 43.38812944,Modified -72.18925417
Modified 2B7,Modified Pittsfield Municipal,Modified Pittsfield,Modified ME,Modified USA,Modified 44.76852778,Modified -69.37441667
Modified 2B9,Modified Post Mills,Modified Post Mills,Modified VT,Modified USA,Modified 43.884235,Modified -72.25370333
Modified 2D1,Modified Barber,Modified Alliance,Modified OH,Modified USA,Modified 40.97089139,Modified -81.09981889
Modified 2D5,Modified Oakes Municipal,Modified Oakes,Modified ND,Modified USA,Modified 46.17301972,Modified -98.07987556
Modified 2F5,Modified Lamesa Municipal,Modified Lamesa,Modified TX,Modified USA,Modified 32.75627778,Modified -101.9194722
Modified 2F6,Modified Skiatook Municipal,Modified Skiatook,Modified OK,Modified USA,Modified 36.357035,Modified -96.01138556
Modified 2F7,Modified Commerce Municipal,Modified Commerce,Modified TX,Modified USA,Modified 33.29288889,Modified -95.89641806
Modified 2F8,Modified Morehouse Memorial,Modified Bastrop,Modified LA,Modified USA,Modified 32.75607944,Modified -91.88057194
Modified 2G2,Modified Jefferson County Airpark,Modified Steubenville,Modified OH,Modified USA,Modified 40.35944306,Modified -80.70007806
Modified 2G3,Modified Connellsville,Modified Connellsville,Modified PA,Modified USA,Modified 39.95893667,Modified -79.65713306
Modified 2G4,Modified Garrett County,Modified Oakland,Modified MD,Modified USA,Modified 39.58027778,Modified -79.33941667
Modified 2G9,Modified Somerset County,Modified Somerset,Modified PA,Modified USA,Modified 40.03911111,Modified -79.01455556
Modified 2H0,Modified Shelby County,Modified Shelbyville,Modified IL,Modified USA,Modified 39.41042861,Modified -88.8454325
Modified 2H2,Modified Aurora Memorial Municipal,Modified Aurora,Modified MO,Modified USA,Modified 36.96230778,Modified -93.69531111
Modified 2I0,Modified Madisonville Municipal,Modified Madisonville,Modified KY,Modified USA,Modified 37.35502778,Modified -87.39963889
Modified 2I5,Modified Chanute,Modified Rantoul,Modified IL,Modified USA,Modified 40.29355556,Modified -88.14236111
Modified 2IS,Modified Airglades,Modified Clewiston,Modified FL,Modified USA,Modified 26.74200972,Modified -81.04978917
Modified 2J2,Modified Liberty County,Modified Hinesville,Modified GA,Modified USA,Modified 31.78461111,Modified -81.64116667
Modified 2J3,Modified Louisville Municipal,Modified Louisville,Modified GA,Modified USA,Modified 32.98654083,Modified -82.38568139
Modified 2J5,Modified Millen,Modified Millen,Modified GA,Modified USA,Modified 32.89376972,Modified -81.96511583
Modified 2J9,Modified Quincy Municipal,Modified Quincy,Modified FL,Modified USA,Modified 30.59786111,Modified -84.55741667
Modified 2K3,Modified Stanton County Municipal,Modified Johnson,Modified KS,Modified USA,Modified 37.58271111,Modified -101.73281
Modified 2K4,Modified Scott,Modified Mangum,Modified OK,Modified USA,Modified 34.89172583,Modified -99.52675667
Modified 2K5,Modified Telida,Modified Telida,Modified AK,Modified USA,Modified 63.39387278,Modified -153.2689733
Modified 2M0,Modified Princeton-Caldwell County,Modified Princeton,Modified KY,Modified USA,Modified 37.11560444,Modified -87.85556944
Modified 2M2,Modified Lawrenceburg Municipal,Modified Lawrenceburg,Modified TN,Modified USA,Modified 35.2343025,Modified -87.25793222
Modified 2M3,Modified Sallisaw Municipal,Modified Sallisaw,Modified OK,Modified USA,Modified 35.43816667,Modified -94.80277778
Modified 2M4,Modified G. V. Montgomery,Modified Forest,Modified MS,Modified USA,Modified 32.35347778,Modified -89.48867944
Modified 2M8,Modified Charles W. Baker,Modified Millington,Modified TN,Modified USA,Modified 35.27897583,Modified -89.93147611
Modified 2O1,Modified Gansner,Modified Quincy,Modified CA,Modified USA,Modified 39.94378056,Modified -120.9468983
Modified 2O3,Modified Angwin-Parrett,Modified Angwin,Modified CA,Modified USA,Modified 38.57851778,Modified -122.4352572
Modified 2O6,Modified Chowchilla,Modified Chowchilla,Modified CA,Modified USA,Modified 37.11244417,Modified -120.2468406
Modified 2O7,Modified Independence,Modified Independence,Modified CA,Modified USA,Modified 36.81382111,Modified -118.2050956
Modified 2O8,Modified Hinton Municipal,Modified Hinton,Modified OK,Modified USA,Modified 35.50592472,Modified -98.34236111
Modified 2P2,Modified Washington Island,Modified Washington Island,Modified WI,Modified USA,Modified 45.38620833,Modified -86.92448056
Modified 2Q3,Modified Yolo Co-Davis/Woodland/Winters,Modified Davis/Woodland/Winters,Modified CA,Modified USA,Modified 38.5790725,Modified -121.8566322
Modified 2R0,Modified Waynesboro Municipal,Modified Waynesboro,Modified MS,Modified USA,Modified 31.64599472,Modified -88.63475667
Modified 2R4,Modified Peter Prince,Modified Milton,Modified FL,Modified USA,Modified 30.63762083,Modified -86.99365278
Modified 2R5,Modified St Elmo,Modified St Elmo,Modified AL,Modified USA,Modified 30.50190833,Modified -88.27511667
Modified 2R9,Modified Karnes County,Modified Kenedy,Modified TX,Modified USA,Modified 28.8250075,Modified -97.86558333
Modified 2S1,Modified Vashon Municipal,Modified Vashon,Modified WA,Modified USA,Modified 47.45815333,Modified -122.4773506
Modified 2S6,Modified Sportsman Airpark,Modified Newberg,Modified OR,Modified USA,Modified 45.29567333,Modified -122.9553783
Modified 2S7,Modified Chiloquin State,Modified Chiloquin,Modified OR,Modified USA,Modified 42.58319167,Modified -121.8761261
Modified 2S8,Modified Wilbur,Modified Wilbur,Modified WA,Modified USA,Modified 47.75320639,Modified -118.7438936
Modified 2T1,Modified Muleshoe Municipal,Modified Muleshoe,Modified TX,Modified USA,Modified 34.18513639,Modified -102.6410981
Modified 2V1,Modified Stevens,Modified Pagosa Springs,Modified CO,Modified USA,Modified 37.277505,Modified -107.0558742
Modified 2V2,Modified Vance Brand,Modified Longmont,Modified CO,Modified USA,Modified 40.16367139,Modified -105.1630369
Modified 2V5,Modified Wray Municipal,Modified Wray,Modified CO,Modified USA,Modified 40.10032333,Modified -102.24096
Modified 2V6,Modified Yuma Municipal,Modified Yuma,Modified CO,Modified USA,Modified 40.10415306,Modified -102.7129869
Modified 2W5,Modified Maryland,Modified Indian Head,Modified MD,Modified USA,Modified 38.60053667,Modified -77.07296917
Modified 2W6,Modified Captain Walter Francis Duke Regional,Modified Leonardtown,Modified MD,Modified USA,Modified 38.31536111,Modified -76.55011111
Modified 2Y3,Modified Yakutat SPB,Modified Yakutat,Modified AK,Modified USA,Modified 59.5624775,Modified -139.7410994
Modified 2Y4,Modified Rockwell City Municipal,Modified Rockwell City,Modified IA,Modified USA,Modified 42.38748056,Modified -94.61803333
Modified 31F,Modified Gaines County,Modified Seminole,Modified TX,Modified USA,Modified 32.67535389,Modified -102.652685
Modified 32M,Modified Norfolk,Modified Norfolk,Modified MA,Modified USA,Modified 42.12787528,Modified -71.37033556
Modified 32S,Modified Stevensville,Modified Stevensville,Modified MT,Modified USA,Modified 46.52511111,Modified -114.0528056
Modified 33J,Modified Geneva Municipal,Modified Geneva,Modified AL,Modified USA,Modified 31.05527778,Modified -85.88033333
Modified 33M,Modified Water Valley,Modified Water Valley,Modified MS,Modified USA,Modified 34.16677639,Modified -89.68619722
Modified 33N,Modified Delaware Airpark,Modified Dover,Modified DE,Modified USA,Modified 39.21837556,Modified -75.59642667
Modified 33S,Modified Pru,Modified Ritzville,Modified WA,Modified USA,Modified 47.12487194,Modified -118.3927539
Modified 34A,Modified Laurens County,Modified Laurens,Modified SC,Modified USA,Modified 34.50705556,Modified -81.94719444
Modified 35A,"Modified Union County, Troy Shelton",Modified Union,Modified SC,Modified USA,Modified 34.68680111,Modified -81.64121167
Modified 35D,Modified Padgham,Modified Allegan,Modified MI,Modified USA,Modified 42.53098278,Modified -85.82513556
Modified 35S,Modified Wasco State,Modified Wasco,Modified OR,Modified USA,Modified 45.58944444,Modified -120.6741667
Modified 36K,Modified Lakin,Modified Lakin,Modified KS,Modified USA,Modified 37.96946389,Modified -101.2554472
Modified 36S,Modified Happy Camp,Modified Happy Camp,Modified CA,Modified USA,Modified 41.79067944,Modified -123.3889444
Modified 36U,Modified Heber City Municipal/Russ McDonald,Modified Heber,Modified UT,Modified USA,Modified 40.48180556,Modified -111.4288056
Modified 37T,Modified Calico Rock-Izard County,Modified Calico Rock,Modified AR,Modified USA,Modified 36.16565278,Modified -92.14523611
Modified 37W,Modified Harnett County,Modified Erwin,Modified NC,Modified USA,Modified 35.37880028,Modified -78.73362917
Modified 38A,Modified Shaktoolik,Modified Shaktoolik,Modified AK,Modified USA,Modified 64.36263194,Modified -161.2025369
Modified 38S,Modified Deer Lodge-City-County,Modified Deer Lodge,Modified MT,Modified USA,Modified 46.38881583,Modified -112.7669842
Modified 38U,Modified Wayne Wonderland,Modified Loa,Modified UT,Modified USA,Modified 38.36247972,Modified -111.5960164
Modified 39N,Modified Princeton,Modified Princeton,Modified NJ,Modified USA,Modified 40.39834833,Modified -74.65760361
Modified 3A0,Modified Grove Hill Municipal,Modified Grove Hill,Modified AL,Modified USA,Modified 31.68932389,Modified -87.7613875
Modified 3A1,Modified Folsom,Modified Cullman,Modified AL,Modified USA,Modified 34.26870833,Modified -86.85833611
Modified 3A2,Modified New Tazewell Municipal,Modified Tazewell,Modified TN,Modified USA,Modified 36.41008417,Modified -83.55546167
Modified 3A3,Modified Anson County,Modified Wadesboro,Modified NC,Modified USA,Modified 35.02397611,Modified -80.08127333
Modified 3AU,Modified Augusta Municipal,Modified Augusta,Modified KS,Modified USA,Modified 37.67162778,Modified -97.07787222
Modified 3B0,Modified Southbridge Municipal,Modified Southbridge,Modified MA,Modified USA,Modified 42.10092806,Modified -72.03840833
Modified 3B1,Modified Greenville Municipal,Modified Greenville,Modified ME,Modified USA,Modified 45.46302778,Modified -69.55161111
Modified 3B2,Modified Marshfield,Modified Marshfield,Modified MA,Modified USA,Modified 42.09824111,Modified -70.67212083
Modified 3B9,Modified Chester,Modified Chester,Modified CT,Modified USA,Modified 41.38390472,Modified -72.50589444
Modified 3BS,Modified Jack Barstow,Modified Midland,Modified MI,Modified USA,Modified 43.66291528,Modified -84.261325
Modified 3CK,Modified Lake In The Hills,Modified Lake In The Hills,Modified IL,Modified USA,Modified 42.20680306,Modified -88.32304028
Modified 3CM,Modified James Clements Municipal,Modified Bay City,Modified MI,Modified USA,Modified 43.54691667,Modified -83.89550222
Modified 3CU,Modified Cable Union,Modified Cable,Modified WI,Modified USA,Modified 46.19424889,Modified -91.24640972
Modified 3D2,Modified Ephraim/Gibraltar,Modified Ephraim,Modified WI,Modified USA,Modified 45.13535778,Modified -87.18586556
Modified 3D4,Modified Frankfort Dow Memorial,Modified Frankfort,Modified MI,Modified USA,Modified 44.62506389,Modified -86.20061944
Modified 3F3,Modified De Soto Parish,Modified Mansfield,Modified LA,Modified USA,Modified 32.07345972,Modified -93.76551889
Modified 3F4,Modified Vivian,Modified Vivian,Modified LA,Modified USA,Modified 32.86133333,Modified -94.01015361
Modified 3F7,Modified Jones Memorial,Modified Bristow,Modified OK,Modified USA,Modified 35.80685278,Modified -96.42185556
Modified 3FM,Modified Fremont Municipal,Modified Fremont,Modified MI,Modified USA,Modified 43.43890528,Modified -85.99478
Modified 3FU,Modified Faulkton Municipal,Modified Faulkton,Modified SD,Modified USA,Modified 45.03191861,Modified -99.11566417
Modified 3G3,Modified Wadsworth Municipal,Modified Wadsworth,Modified OH,Modified USA,Modified 41.00158222,Modified -81.75513111
Modified 3G4,Modified Ashland County,Modified Ashland,Modified OH,Modified USA,Modified 40.90297222,Modified -82.25563889
Modified 3G7,Modified Williamson/Sodus,Modified Williamson,Modified NY,Modified USA,Modified 43.23472222,Modified -77.12097222
Modified 3GM,Modified Grand Haven Memorial Airpark,Modified Grand Haven,Modified MI,Modified USA,Modified 43.03404639,Modified -86.1981625
Modified 3I2,Modified Mason County,Modified Point Pleasant,Modified WV,Modified USA,Modified 38.91463889,Modified -82.09858333
Modified 3I7,Modified Phillipsburg,Modified Phillipsburg,Modified OH,Modified USA,Modified 39.91344194,Modified -84.40030889
Modified 3J1,Modified Ridgeland,Modified Ridgeland,Modified SC,Modified USA,Modified 32.49268694,Modified -80.99233028
Modified 3J7,Modified Greene County Airpark,Modified Greensboro,Modified GA,Modified USA,Modified 33.59766667,Modified -83.139
Modified 3JC,Modified Freeman,Modified Junction City,Modified KS,Modified USA,Modified 39.04327556,Modified -96.84328694
Modified 3K3,Modified Syracuse-Hamilton County Municipal,Modified Syracuse,Modified KS,Modified USA,Modified 37.99167972,Modified -101.7462822
Modified 3K6,Modified St Louis-Metro East,Modified Troy/Marine/St. Louis,Modified IL,Modified USA,Modified 38.73290861,Modified -89.80656722
Modified 3K7,Modified Mark Hoard Memorial,Modified Leoti,Modified KS,Modified USA,Modified 38.45696333,Modified -101.3532161
Modified 3LC,Modified Logan County,Modified Lincoln,Modified IL,Modified USA,Modified 40.15847222,Modified -89.33497222
Modified 3LF,Modified Litchfield Municipal,Modified Litchfield,Modified IL,Modified USA,Modified 39.16635306,Modified -89.67489694
Modified 3M7,Modified Lafayette Municipal,Modified Lafayette,Modified TN,Modified USA,Modified 36.518375,Modified -86.05828083
Modified 3M8,Modified North Pickens,Modified Reform,Modified AL,Modified USA,Modified 33.38900611,Modified -88.00557806
Modified 3M9,Modified Warren Municipal,Modified Warren,Modified AR,Modified USA,Modified 33.56044333,Modified -92.08538861
Modified 3MY,Modified Mt. Hawley Auxiliary,Modified Peoria,Modified IL,Modified USA,Modified 40.79525917,Modified -89.6134025
Modified 3N6,Modified Old Bridge,Modified Old Bridge,Modified NJ,Modified USA,Modified 40.32988667,Modified -74.34678694
Modified 3N8,Modified Mahnomen County,Modified Mahnomen,Modified MN,Modified USA,Modified 47.25996056,Modified -95.92809778
Modified 3ND0,Modified Northwood Municipal,Modified Northwood,Modified ND,Modified USA,Modified 47.72423333,Modified -97.59042222
Modified 3O1,Modified Gustine,Modified Gustine,Modified CA,Modified USA,Modified 37.26271722,Modified -120.9632586
Modified 3O3,Modified Municipal,Modified Purcell,Modified OK,Modified USA,Modified 34.97979444,Modified -97.38586167
Modified 3O4,Modified Sayre Municipal,Modified Sayre,Modified OK,Modified USA,Modified 35.16755222,Modified -99.65787361
Modified 3O5,Modified Walters Municipal,Modified Walters,Modified OK,Modified USA,Modified 34.37258444,Modified -98.40588583
Modified 3O7,Modified Hollister Municipal,Modified Hollister,Modified CA,Modified USA,Modified 36.89334528,Modified -121.4102706
