MODIFIED IATA,MODIFIED NAME,MODIFIED CITY,MODIFIED STATE,MODIFIED COUNTRY,MODIFIED LATITUDE,MODIFIED LONGITUDE
MODIFIED S33,MODIFIED CITY-COUNTY,MODIFIED MADRAS,MODIFIED OR,MODIFIED USA,MODIFIED 44.66623139,MODIFIED -121.1631
MODIFIED S34,MODIFIED PLAINS,MODIFIED PLAINS,MODIFIED MT,MODIFIED USA,MODIFIED 47.47243611,MODIFIED -114.900135
MODIFIED S39,MODIFIED PRINEVILLE,MODIFIED PRINEVILLE,MODIFIED OR,MODIFIED USA,MODIFIED 44.28699389,MODIFIED -120.9038328
MODIFIED S40,MODIFIED PROSSER,MODIFIED PROSSER,MODIFIED WA,MODIFIED USA,MODIFIED 46.212355,MODIFIED -119.7928122
MODIFIED S43,MODIFIED HARVEY,MODIFIED SNOHOMISH,MODIFIED WA,MODIFIED USA,MODIFIED 47.90815306,MODIFIED -122.1054072
MODIFIED S45,MODIFIED SILETZ BAY STATE,MODIFIED SILETZ BAY (GLENEDEN BEACH),MODIFIED OR,MODIFIED USA,MODIFIED 44.87761139,MODIFIED -124.0284472
MODIFIED S47,MODIFIED TILLAMOOK,MODIFIED TILLAMOOK,MODIFIED OR,MODIFIED USA,MODIFIED 45.41824194,MODIFIED -123.8143839
MODIFIED S50,MODIFIED AUBURN MUNICIPAL,MODIFIED AUBURN,MODIFIED WA,MODIFIED USA,MODIFIED 47.32815583,MODIFIED -122.2265092
MODIFIED S52,MODIFIED METHOW VALLEY STATE,MODIFIED WINTHROP,MODIFIED WA,MODIFIED USA,MODIFIED 48.42070056,MODIFIED -120.1470264
MODIFIED S59,MODIFIED LIBBY,MODIFIED LIBBY,MODIFIED MT,MODIFIED USA,MODIFIED 48.28384528,MODIFIED -115.4902453
MODIFIED S60,MODIFIED KENMORE AIR HARBOR INC,MODIFIED KENMORE,MODIFIED WA,MODIFIED USA,MODIFIED 47.75482,MODIFIED -122.2592931
MODIFIED S64,MODIFIED STANFORD,MODIFIED STANFORD,MODIFIED MT,MODIFIED USA,MODIFIED 47.14718944,MODIFIED -110.2299289
MODIFIED S66,MODIFIED HOMEDALE MUNICIPAL,MODIFIED HOMEDALE,MODIFIED ID,MODIFIED USA,MODIFIED 43.61488056,MODIFIED -116.9215372
MODIFIED S67,MODIFIED NAMPA MUNI,MODIFIED NAMPA,MODIFIED ID,MODIFIED USA,MODIFIED 43.58133333,MODIFIED -116.5230556
MODIFIED S68,MODIFIED OROFINO MUNICIPAL,MODIFIED OROFINO,MODIFIED ID,MODIFIED USA,MODIFIED 46.49129139,MODIFIED -116.2768061
MODIFIED S69,MODIFIED LINCOLN,MODIFIED LINCOLN,MODIFIED MT,MODIFIED USA,MODIFIED 46.97494083,MODIFIED -112.6447606
MODIFIED S70,MODIFIED OTHELLO MUNI,MODIFIED OTHELLO,MODIFIED WA,MODIFIED USA,MODIFIED 46.79486278,MODIFIED -119.0802875
MODIFIED S71,MODIFIED EDGAR G OBIE,MODIFIED CHINOOK,MODIFIED MT,MODIFIED USA,MODIFIED 48.59194444,MODIFIED -109.2488889
MODIFIED S72,MODIFIED ST MARIES MUNICIPAL,MODIFIED ST MARIES,MODIFIED ID,MODIFIED USA,MODIFIED 47.32768722,MODIFIED -116.5773906
MODIFIED S73,MODIFIED KAMIAH MUNICIPAL,MODIFIED KAMIAH,MODIFIED ID,MODIFIED USA,MODIFIED 46.21934028,MODIFIED -116.0134736
MODIFIED S80,MODIFIED IDAHO COUNTY,MODIFIED GRANGEVILLE,MODIFIED ID,MODIFIED USA,MODIFIED 45.94255806,MODIFIED -116.1234158
MODIFIED S83,MODIFIED SHOSHONE COUNTY,MODIFIED KELLOGG,MODIFIED ID,MODIFIED USA,MODIFIED 47.54769889,MODIFIED -116.1885008
MODIFIED S85,MODIFIED BIG SKY,MODIFIED CULBERTSON,MODIFIED MT,MODIFIED USA,MODIFIED 48.15333333,MODIFIED -104.5038889
MODIFIED S87,MODIFIED WEISER MUNICIPAL,MODIFIED WEISER,MODIFIED ID,MODIFIED USA,MODIFIED 44.20683056,MODIFIED -116.9623869
MODIFIED S89,MODIFIED CRAIGMONT MUNICIPAL,MODIFIED CRAIGMONT,MODIFIED ID,MODIFIED USA,MODIFIED 46.24710917,MODIFIED -116.4801447
MODIFIED S93,MODIFIED CLE ELUM MUNICIPAL,MODIFIED CLE ELUM,MODIFIED WA,MODIFIED USA,MODIFIED 47.18317583,MODIFIED -120.884525
MODIFIED S94,MODIFIED WHITMAN COUNTY MEMORIAL,MODIFIED COLFAX,MODIFIED WA,MODIFIED USA,MODIFIED 46.8584975,MODIFIED -117.4137964
MODIFIED S97,MODIFIED ANDERSON,MODIFIED BREWSTER,MODIFIED WA,MODIFIED USA,MODIFIED 48.10486806,MODIFIED -119.7206128
MODIFIED SAA,MODIFIED SHIVELY,MODIFIED SARATOGA,MODIFIED WY,MODIFIED USA,MODIFIED 41.44485944,MODIFIED -106.8235264
MODIFIED SAC,MODIFIED SACRAMENTO EXECUTIVE,MODIFIED SACRAMENTO,MODIFIED CA,MODIFIED USA,MODIFIED 38.51252389,MODIFIED -121.4934689
MODIFIED SAD,MODIFIED SAFFORD REGIONAL,MODIFIED SAFFORD,MODIFIED AZ,MODIFIED USA,MODIFIED 32.85331278,MODIFIED -109.6349708
MODIFIED SAF,MODIFIED SANTA FE MUNICIPAL,MODIFIED SANTA FE,MODIFIED NM,MODIFIED USA,MODIFIED 35.61677778,MODIFIED -106.0881389
MODIFIED SAN,MODIFIED SAN DIEGO INTERNATIONAL-LINDBERGH,MODIFIED SAN DIEGO,MODIFIED CA,MODIFIED USA,MODIFIED 32.73355611,MODIFIED -117.1896567
MODIFIED SAR,MODIFIED SPARTA COMMUNITY-HUNTER,MODIFIED SPARTA,MODIFIED IL,MODIFIED USA,MODIFIED 38.14893833,MODIFIED -89.69870972
MODIFIED SAT,MODIFIED SAN ANTONIO INTERNATIONAL,MODIFIED SAN ANTONIO,MODIFIED TX,MODIFIED USA,MODIFIED 29.53369444,MODIFIED -98.46977778
MODIFIED SAV,MODIFIED SAVANNAH INTERNATIONAL,MODIFIED SAVANNAH,MODIFIED GA,MODIFIED USA,MODIFIED 32.12758333,MODIFIED -81.20213889
MODIFIED SAW,MODIFIED SAWYER,MODIFIED GWINN,MODIFIED MI,MODIFIED USA,MODIFIED 46.35361111,MODIFIED -87.39583222
MODIFIED SAZ,MODIFIED STAPLES MUNICIPAL,MODIFIED STAPLES,MODIFIED MN,MODIFIED USA,MODIFIED 46.38087944,MODIFIED -94.80660167
MODIFIED SBA,MODIFIED SANTA BARBARA MUNICIPAL,MODIFIED SANTA BARBARA,MODIFIED CA,MODIFIED USA,MODIFIED 34.42621194,MODIFIED -119.8403733
MODIFIED SBD,MODIFIED SAN BERNARDINO INTERNATIONAL,MODIFIED SAN BERNARDINO,MODIFIED CA,MODIFIED USA,MODIFIED 34.09535361,MODIFIED -117.2348742
MODIFIED SBM,MODIFIED SHEBOYGAN COUNTY MEMORIAL,MODIFIED SHEBOYGAN,MODIFIED WI,MODIFIED USA,MODIFIED 43.76949444,MODIFIED -87.85158944
MODIFIED SBN,MODIFIED SOUTH BEND REGIONAL,MODIFIED SOUTH BEND,MODIFIED IN,MODIFIED USA,MODIFIED 41.70895361,MODIFIED -86.31847417
MODIFIED SBO,MODIFIED EMANUEL COUNTY,MODIFIED SWAINSBORO,MODIFIED GA,MODIFIED USA,MODIFIED 32.60825,MODIFIED -82.36869444
MODIFIED SBP,MODIFIED SAN LUIS OBISPO CO-MCCHESNEY,MODIFIED SAN LUIS OBISPO,MODIFIED CA,MODIFIED USA,MODIFIED 35.23705806,MODIFIED -120.6423931
MODIFIED SBS,MODIFIED STEAMBOAT SPRINGS,MODIFIED STEAMBOAT SPRINGS,MODIFIED CO,MODIFIED USA,MODIFIED 40.51625944,MODIFIED -106.8663006
MODIFIED SBU,MODIFIED BLUE EARTH MUNICIPAL,MODIFIED BLUE EARTH,MODIFIED MN,MODIFIED USA,MODIFIED 43.59534389,MODIFIED -94.09284833
MODIFIED SBX,MODIFIED SHELBY,MODIFIED SHELBY,MODIFIED MT,MODIFIED USA,MODIFIED 48.54125278,MODIFIED -111.8720722
MODIFIED SBY,MODIFIED SALISBURY-OCEAN CITY: WICOMICO REGIONAL,MODIFIED SALISBURY,MODIFIED MD,MODIFIED USA,MODIFIED 38.34052611,MODIFIED -75.51028806
MODIFIED SCB,MODIFIED SCRIBNER STATE,MODIFIED SCRIBNER,MODIFIED NE,MODIFIED USA,MODIFIED 41.61033333,MODIFIED -96.62986111
MODIFIED SCC,MODIFIED DEADHORSE,MODIFIED DEADHORSE,MODIFIED AK,MODIFIED USA,MODIFIED 70.19475583,MODIFIED -148.4651608
MODIFIED SCD,MODIFIED MERKEL FIELD SYLACAUGA MUNICIPAL,MODIFIED SYLACAUGA,MODIFIED AL,MODIFIED USA,MODIFIED 33.17183583,MODIFIED -86.30553778
MODIFIED SCE,MODIFIED UNIVERSITY PARK,MODIFIED NA,MODIFIED NA,MODIFIED USA,MODIFIED 40.851206,MODIFIED -77.846302
MODIFIED SCH,MODIFIED SCHENECTADY CTY,MODIFIED SCHENECTADY,MODIFIED NY,MODIFIED USA,MODIFIED 42.85245556,MODIFIED -73.9288675
MODIFIED SCK,MODIFIED STOCKTON METRO,MODIFIED STOCKTON,MODIFIED CA,MODIFIED USA,MODIFIED 37.89426694,MODIFIED -121.2386203
MODIFIED SCM,MODIFIED SCAMMON BAY,MODIFIED SCAMMON BAY,MODIFIED AK,MODIFIED USA,MODIFIED 61.84454111,MODIFIED -165.5737492
MODIFIED SCX,MODIFIED SCOTT MUNICIPAL,MODIFIED ONEIDA,MODIFIED TN,MODIFIED USA,MODIFIED 36.45569444,MODIFIED -84.58575
MODIFIED SD07,MODIFIED BISON MUNICIPAL,MODIFIED BISON,MODIFIED SD,MODIFIED USA,MODIFIED 45.51859778,MODIFIED -102.4671042
MODIFIED SD10,MODIFIED CANTON MUNICIPAL,MODIFIED CANTON,MODIFIED SD,MODIFIED USA,MODIFIED 43.30888889,MODIFIED -96.571
MODIFIED SD12,MODIFIED WILDER,MODIFIED DE SMET,MODIFIED SD,MODIFIED USA,MODIFIED 44.43080278,MODIFIED -97.56118861
MODIFIED SD16,MODIFIED EUREKA MUNICIPAL,MODIFIED EUREKA,MODIFIED SD,MODIFIED USA,MODIFIED 45.79998111,MODIFIED -99.6420625
MODIFIED SD18,MODIFIED FLANDREAU MUNICIPAL,MODIFIED FLANDREAU,MODIFIED SD,MODIFIED USA,MODIFIED 44.00386056,MODIFIED -96.59310139
MODIFIED SD22,MODIFIED HOVEN MUNICIPAL,MODIFIED HOVEN,MODIFIED SD,MODIFIED USA,MODIFIED 45.25755861,MODIFIED -99.79783944
MODIFIED SD28,MODIFIED MCLAUGHLIN MUNICIPAL,MODIFIED MCLAUGHLIN,MODIFIED SD,MODIFIED USA,MODIFIED 45.79680833,MODIFIED -100.7842503
MODIFIED SD32,MODIFIED MURDO MUNICIPAL,MODIFIED MURDO,MODIFIED SD,MODIFIED USA,MODIFIED 43.85165639,MODIFIED -100.7120811
MODIFIED SD33,MODIFIED PARKSTON MUNICIPAL,MODIFIED PARKSTON,MODIFIED SD,MODIFIED USA,MODIFIED 43.37915361,MODIFIED -97.97118278
MODIFIED SD34,MODIFIED PRESHO MUNICIPAL,MODIFIED PRESHO,MODIFIED SD,MODIFIED USA,MODIFIED 43.90637833,MODIFIED -100.0370669
MODIFIED SDA,MODIFIED SHENANDOAH MUNICIPAL,MODIFIED SHENANDOAH,MODIFIED IA,MODIFIED USA,MODIFIED 40.75148167,MODIFIED -95.41347222
MODIFIED SDF,MODIFIED LOUISVILLE INTERNATIONAL-STANDIFORD,MODIFIED LOUISVILLE,MODIFIED KY,MODIFIED USA,MODIFIED 38.17438889,MODIFIED -85.736
MODIFIED SDL,MODIFIED SCOTTSDALE,MODIFIED SCOTTSDALE,MODIFIED AZ,MODIFIED USA,MODIFIED 33.622875,MODIFIED -111.9105333
MODIFIED SDM,MODIFIED BROWN  MUNICIPAL,MODIFIED SAN DIEGO,MODIFIED CA,MODIFIED USA,MODIFIED 32.57230556,MODIFIED -116.98025
MODIFIED SDP,MODIFIED SAND POINT MUNICIPAL,MODIFIED SAND POINT,MODIFIED AK,MODIFIED USA,MODIFIED 55.31502778,MODIFIED -160.5176944
MODIFIED SDY,MODIFIED SIDNEY-RICHLAND MUNICIPAL,MODIFIED SIDNEY,MODIFIED MT,MODIFIED USA,MODIFIED 47.70685778,MODIFIED -104.1925544
MODIFIED SEA,MODIFIED SEATTLE-TACOMA INTL,MODIFIED SEATTLE,MODIFIED WA,MODIFIED USA,MODIFIED 47.44898194,MODIFIED -122.3093131
MODIFIED SEE,MODIFIED GILLESPIE,MODIFIED SAN DIEGO (EL CAJON),MODIFIED CA,MODIFIED USA,MODIFIED 32.82623111,MODIFIED -116.9724497
MODIFIED SEF,MODIFIED SEBRING  AND INDUSTRIAL PARK,MODIFIED SEBRING,MODIFIED FL,MODIFIED USA,MODIFIED 27.45640278,MODIFIED -81.3424
MODIFIED SEG,MODIFIED PENN VALLEY,MODIFIED SELINSGROVE,MODIFIED PA,MODIFIED USA,MODIFIED 40.82052917,MODIFIED -76.86377611
MODIFIED SEM,MODIFIED CRAIG,MODIFIED SELMA,MODIFIED AL,MODIFIED USA,MODIFIED 32.34394667,MODIFIED -86.98780333
MODIFIED SEP,MODIFIED CLARK FIELD MUNICIPAL,MODIFIED STEPHENVILLE,MODIFIED TX,MODIFIED USA,MODIFIED 32.21532333,MODIFIED -98.17766722
MODIFIED SER,MODIFIED FREEMAN MUNICIPAL,MODIFIED SEYMOUR,MODIFIED IN,MODIFIED USA,MODIFIED 38.92355361,MODIFIED -85.90736556
MODIFIED SET,MODIFIED ST CHARLES COUNTY SMART,MODIFIED ST CHARLES,MODIFIED MO,MODIFIED USA,MODIFIED 38.92969444,MODIFIED -90.42996111
MODIFIED SEZ,MODIFIED SEDONA,MODIFIED SEDONA,MODIFIED AZ,MODIFIED USA,MODIFIED 34.84862889,MODIFIED -111.7884614
MODIFIED SFB,MODIFIED ORLANDO SANFORD,MODIFIED ORLANDO,MODIFIED FL,MODIFIED USA,MODIFIED 28.77764,MODIFIED -81.23748944
MODIFIED SFD,MODIFIED BOB WILEY,MODIFIED WINNER,MODIFIED SD,MODIFIED USA,MODIFIED 43.39058278,MODIFIED -99.84256194
MODIFIED SFF,MODIFIED FELTS,MODIFIED SPOKANE,MODIFIED WA,MODIFIED USA,MODIFIED 47.68281806,MODIFIED -117.3225583
MODIFIED SFM,MODIFIED SANFORD REGIONAL,MODIFIED SANFORD,MODIFIED ME,MODIFIED USA,MODIFIED 43.39386111,MODIFIED -70.70800028
MODIFIED SFO,MODIFIED SAN FRANCISCO INTERNATIONAL,MODIFIED SAN FRANCISCO,MODIFIED CA,MODIFIED USA,MODIFIED 37.61900194,MODIFIED -122.3748433
MODIFIED SFQ,MODIFIED SUFFOLK MUNICIPAL,MODIFIED SUFFOLK,MODIFIED VA,MODIFIED USA,MODIFIED 36.68235361,MODIFIED -76.60187333
MODIFIED SFY,MODIFIED TRI-TOWNSHIP,MODIFIED SAVANNA,MODIFIED IL,MODIFIED USA,MODIFIED 42.04581972,MODIFIED -90.10760056
MODIFIED SFZ,MODIFIED NORTH CENTRAL STATE,MODIFIED PAWTUCKET,MODIFIED RI,MODIFIED USA,MODIFIED 41.92076333,MODIFIED -71.49138139
MODIFIED SGF,MODIFIED SPRINGFIELD-BRANSON REGIONAL,MODIFIED SPRINGFIELD,MODIFIED MO,MODIFIED USA,MODIFIED 37.24432611,MODIFIED -93.38685806
MODIFIED SGH,MODIFIED SPRINGFIELD-BECKLEY MUNICIPAL,MODIFIED SPRINGFIELD,MODIFIED OH,MODIFIED USA,MODIFIED 39.84028194,MODIFIED -83.84015056
MODIFIED SGJ,MODIFIED ST. AUGUSTINE,MODIFIED ST. AUGUSTINE,MODIFIED FL,MODIFIED USA,MODIFIED 29.95925,MODIFIED -81.33975
MODIFIED SGR,MODIFIED SUGAR LAND MUNICIPAL/HULL,MODIFIED HOUSTON,MODIFIED TX,MODIFIED USA,MODIFIED 29.62225306,MODIFIED -95.65652889
MODIFIED SGS,MODIFIED SOUTH ST.PAUL MUNICIPAL,MODIFIED SOUTH ST PAUL,MODIFIED MN,MODIFIED USA,MODIFIED 44.85713278,MODIFIED -93.03285389
MODIFIED SGT,MODIFIED STUTTGART MUNICIPAL,MODIFIED STUTTGART,MODIFIED AR,MODIFIED USA,MODIFIED 34.60054,MODIFIED -91.57457417
MODIFIED SGU,MODIFIED ST GEORGE MUNI,MODIFIED ST GEORGE,MODIFIED UT,MODIFIED USA,MODIFIED 37.09058333,MODIFIED -113.5930556
MODIFIED SGY,MODIFIED SKAGWAY,MODIFIED SKAGWAY,MODIFIED AK,MODIFIED USA,MODIFIED 59.46006194,MODIFIED -135.3156636
MODIFIED SHD,MODIFIED SHENANDOAH VALLEY REGIONAL,MODIFIED STAUNTON/HARRISONBURG,MODIFIED VA,MODIFIED USA,MODIFIED 38.26384333,MODIFIED -78.89643806
MODIFIED SHG,MODIFIED SHUNGNAK,MODIFIED SHUNGNAK,MODIFIED AK,MODIFIED USA,MODIFIED 66.88916556,MODIFIED -157.1505119
MODIFIED SHH,MODIFIED SHISHMAREF,MODIFIED SHISHMAREF,MODIFIED AK,MODIFIED USA,MODIFIED 66.24956861,MODIFIED -166.0895589
MODIFIED SHL,MODIFIED SHELDON MUNICIPAL,MODIFIED SHELDON,MODIFIED IA,MODIFIED USA,MODIFIED 43.20839361,MODIFIED -95.83343306
MODIFIED SHN,MODIFIED SANDERSON,MODIFIED SHELTON,MODIFIED WA,MODIFIED USA,MODIFIED 47.23355556,MODIFIED -123.1475556
MODIFIED SHR,MODIFIED SHERIDAN COUNTY,MODIFIED SHERIDAN,MODIFIED WY,MODIFIED USA,MODIFIED 44.76919556,MODIFIED -106.9802794
MODIFIED SHV,MODIFIED SHREVEPORT REGIONAL,MODIFIED SHREVEPORT,MODIFIED LA,MODIFIED USA,MODIFIED 32.4466275,MODIFIED -93.82559833
MODIFIED SHX,MODIFIED SHAGELUK,MODIFIED SHAGELUK,MODIFIED AK,MODIFIED USA,MODIFIED 62.69511944,MODIFIED -159.5690614
MODIFIED SIG,MODIFIED FERNANDO LUIS RIBAS DOMINICCI,MODIFIED SAN JUAN,MODIFIED PR,MODIFIED USA,MODIFIED 18.45675,MODIFIED -66.09883333
MODIFIED SIK,MODIFIED SIKESTON MEMORIAL MUNICIPAL,MODIFIED SIKESTON,MODIFIED MO,MODIFIED USA,MODIFIED 36.89888889,MODIFIED -89.56175
MODIFIED SIT,MODIFIED SITKA,MODIFIED SITKA,MODIFIED AK,MODIFIED USA,MODIFIED 57.04713806,MODIFIED -135.3615983
MODIFIED SIV,MODIFIED SULLIVAN COUNTY,MODIFIED SULLIVAN,MODIFIED IN,MODIFIED USA,MODIFIED 39.1147125,MODIFIED -87.44832917
MODIFIED SIY,MODIFIED SISKIYOU COUNTY,MODIFIED MONTAGUE,MODIFIED CA,MODIFIED USA,MODIFIED 41.78144167,MODIFIED -122.4681094
MODIFIED SJC,MODIFIED SAN JOSE INTERNATIONAL,MODIFIED SAN JOSE,MODIFIED CA,MODIFIED USA,MODIFIED 37.36186194,MODIFIED -121.9290089
MODIFIED SJN,MODIFIED ST JOHNS INDUSTRIAL AIR PARK,MODIFIED ST JOHNS,MODIFIED AZ,MODIFIED USA,MODIFIED 34.51855556,MODIFIED -109.37875
MODIFIED SJT,MODIFIED SAN ANGELO REGIONAL /MATHIS,MODIFIED SAN ANGELO,MODIFIED TX,MODIFIED USA,MODIFIED 31.35775,MODIFIED -100.4963056
MODIFIED SJU,MODIFIED LUIS MUNOZ MARIN INTERNATIONAL,MODIFIED SAN JUAN,MODIFIED PR,MODIFIED USA,MODIFIED 18.43941667,MODIFIED -66.00183333
MODIFIED SJX,MODIFIED BEAVER ISLAND,MODIFIED ST JAMES,MODIFIED MI,MODIFIED USA,MODIFIED 45.69227778,MODIFIED -85.56630556
MODIFIED SKA,MODIFIED FAIRCHILD AFB,MODIFIED NA,MODIFIED NA,MODIFIED USA,MODIFIED 47.615058,MODIFIED -117.655803
MODIFIED SKI,MODIFIED SAC CITY MUNICIPAL,MODIFIED SAC CITY,MODIFIED IA,MODIFIED USA,MODIFIED 42.37908333,MODIFIED -94.97958333
MODIFIED SKW,MODIFIED SKWENTNA,MODIFIED SKWENTNA,MODIFIED AK,MODIFIED USA,MODIFIED 61.965295,MODIFIED -151.1913661
MODIFIED SKX,MODIFIED TAOS MUNICIPAL,MODIFIED TAOS,MODIFIED NM,MODIFIED USA,MODIFIED 36.45819,MODIFIED -105.6724289
MODIFIED SLB,MODIFIED STORM LAKE MUNICIPAL,MODIFIED STORM LAKE,MODIFIED IA,MODIFIED USA,MODIFIED 42.59719444,MODIFIED -95.24066667
MODIFIED SLC,MODIFIED SALT LAKE CITY INTL,MODIFIED SALT LAKE CITY,MODIFIED UT,MODIFIED USA,MODIFIED 40.78838778,MODIFIED -111.9777731
MODIFIED SLE,MODIFIED MCNARY FLD,MODIFIED SALEM,MODIFIED OR,MODIFIED USA,MODIFIED 44.90952778,MODIFIED -123.0025
MODIFIED SLG,MODIFIED SMITH,MODIFIED SILOAM SPRINGS,MODIFIED AR,MODIFIED USA,MODIFIED 36.19060778,MODIFIED -94.49088306
MODIFIED SLK,MODIFIED ADIRONDACK,MODIFIED SARANAC LAKE,MODIFIED NY,MODIFIED USA,MODIFIED 44.38531,MODIFIED -74.20618472
MODIFIED SLN,MODIFIED SALINA MUNICIPAL,MODIFIED SALINA,MODIFIED KS,MODIFIED USA,MODIFIED 38.7914825,MODIFIED -97.65060333
MODIFIED SLO,MODIFIED SALEM-LECKRONE,MODIFIED SALEM,MODIFIED IL,MODIFIED USA,MODIFIED 38.64287222,MODIFIED -88.96418528
MODIFIED SLQ,MODIFIED SLEETMUTE,MODIFIED SLEETMUTE,MODIFIED AK,MODIFIED USA,MODIFIED 61.70931139,MODIFIED -157.1557008
MODIFIED SLR,MODIFIED SULPHUR SPRINGS MUNICIPAL,MODIFIED SULPHUR SPRINGS,MODIFIED TX,MODIFIED USA,MODIFIED 33.15983333,MODIFIED -95.62113889
MODIFIED SMD,MODIFIED SMITH,MODIFIED FORT WAYNE,MODIFIED IN,MODIFIED USA,MODIFIED 41.14335389,MODIFIED -85.15277694
MODIFIED SME,MODIFIED SOMERSET-PULASKI COUNTY,MODIFIED SOMERSET,MODIFIED KY,MODIFIED USA,MODIFIED 37.05419722,MODIFIED -84.61494139
MODIFIED SMF,MODIFIED SACRAMENTO INTERNATIONAL,MODIFIED SACRAMENTO,MODIFIED CA,MODIFIED USA,MODIFIED 38.69542167,MODIFIED -121.5907669
MODIFIED SMN,MODIFIED LEMHI COUNTY,MODIFIED SALMON,MODIFIED ID,MODIFIED USA,MODIFIED 45.12047778,MODIFIED -113.8820103
MODIFIED SMO,MODIFIED SANTA MONICA MUNICIPAL,MODIFIED SANTA MONICA,MODIFIED CA,MODIFIED USA,MODIFIED 34.01582194,MODIFIED -118.4512961
MODIFIED SMQ,MODIFIED SOMERSET,MODIFIED SOMERVILLE,MODIFIED NJ,MODIFIED USA,MODIFIED 40.62599083,MODIFIED -74.67024333
MODIFIED SMS,MODIFIED SUMTER MUNICIPAL,MODIFIED SUMTER,MODIFIED SC,MODIFIED USA,MODIFIED 33.99569444,MODIFIED -80.3615
MODIFIED SMX,MODIFIED SANTA MARIA PUB/CAPT G ALLAN HANCOCK,MODIFIED SANTA MARIA,MODIFIED CA,MODIFIED USA,MODIFIED 34.89924833,MODIFIED -120.4575825
MODIFIED SNA,MODIFIED JOHN WAYNE /ORANGE CO,MODIFIED SANTA ANA,MODIFIED CA,MODIFIED USA,MODIFIED 33.67565861,MODIFIED -117.8682225
MODIFIED SNH,MODIFIED SAVANNAH HARDIN COUNTY,MODIFIED SAVANNAH,MODIFIED TN,MODIFIED USA,MODIFIED 35.17036,MODIFIED -88.21587
MODIFIED SNK,MODIFIED WINSTON,MODIFIED SNYDER,MODIFIED TX,MODIFIED USA,MODIFIED 32.69338667,MODIFIED -100.9504525
MODIFIED SNL,MODIFIED SHAWNEE MUNICIPAL,MODIFIED SHAWNEE,MODIFIED OK,MODIFIED USA,MODIFIED 35.35730333,MODIFIED -96.94282833
MODIFIED SNP,MODIFIED ST. PAUL,MODIFIED ST. PAUL,MODIFIED AK,MODIFIED USA,MODIFIED 57.16733333,MODIFIED -170.2204444
MODIFIED SNS,MODIFIED SALINAS MUNICIPAL,MODIFIED SALINAS,MODIFIED CA,MODIFIED USA,MODIFIED 36.66279222,MODIFIED -121.6063603
MODIFIED SNY,MODIFIED SIDNEY MUNICIPAL,MODIFIED SIDNEY,MODIFIED NE,MODIFIED USA,MODIFIED 41.10133333,MODIFIED -102.9852778
MODIFIED SOP,MODIFIED MOORE COUNTY,MODIFIED PINEHURST/SOUTHERN PINES,MODIFIED NC,MODIFIED USA,MODIFIED 35.23735278,MODIFIED -79.39116944
MODIFIED SOV,MODIFIED SELDOVIA,MODIFIED SELDOVIA,MODIFIED AK,MODIFIED USA,MODIFIED 59.44243917,MODIFIED -151.7040503
MODIFIED SOW,MODIFIED SHOW LOW MUNICIPAL,MODIFIED SHOW LOW,MODIFIED AZ,MODIFIED USA,MODIFIED 34.26527194,MODIFIED -110.0054075
MODIFIED SPA,MODIFIED SPARTANBURG DOWNTOWN MEMORIAL,MODIFIED SPARTANBURG,MODIFIED SC,MODIFIED USA,MODIFIED 34.91572222,MODIFIED -81.9565
MODIFIED SPB,MODIFIED SCAPPOOSE INDUSTRIAL AIRPARK,MODIFIED SCAPPOOSE,MODIFIED OR,MODIFIED USA,MODIFIED 45.77250444,MODIFIED -122.8623611
MODIFIED SPF,MODIFIED BLACK HILLS-CLYDE ICE,MODIFIED SPEARFISH,MODIFIED SD,MODIFIED USA,MODIFIED 44.48022222,MODIFIED -103.7768889
MODIFIED SPG,MODIFIED ALBERT WHITTED MUNICIPAL,MODIFIED ST. PETERSBURG,MODIFIED FL,MODIFIED USA,MODIFIED 27.76511111,MODIFIED -82.62697222
MODIFIED SPH,MODIFIED SPRINGHILL,MODIFIED SPRINGHILL,MODIFIED LA,MODIFIED USA,MODIFIED 32.98316472,MODIFIED -93.41081028
MODIFIED SPI,MODIFIED CAPITAL,MODIFIED SPRINGFIELD,MODIFIED IL,MODIFIED USA,MODIFIED 39.84395194,MODIFIED -89.67761861
MODIFIED SPN,MODIFIED TINIAN INTERNATIONAL AIRPORT,MODIFIED NA,MODIFIED NA,MODIFIED N MARIANA ISLANDS,MODIFIED 14.996111,MODIFIED 145.621384
MODIFIED SPS,MODIFIED SHEPPARD AFB/WICHITA FALLS MUNICIPAL,MODIFIED WICHITA FALLS,MODIFIED TX,MODIFIED USA,MODIFIED 33.98879611,MODIFIED -98.49189333
MODIFIED SPW,MODIFIED SPENCER MUNICIPAL,MODIFIED SPENCER,MODIFIED IA,MODIFIED USA,MODIFIED 43.16552778,MODIFIED -95.20280556
MODIFIED SPX,MODIFIED HOUSTON-GULF,MODIFIED HOUSTON,MODIFIED TX,MODIFIED USA,MODIFIED 29.50836111,MODIFIED -95.05133333
MODIFIED SQI,MODIFIED WHITESIDE CO,MODIFIED STERLING ROCKFALLS,MODIFIED IL,MODIFIED USA,MODIFIED 41.74284139,MODIFIED -89.67629028
MODIFIED SQL,MODIFIED SAN CARLOS,MODIFIED SAN CARLOS,MODIFIED CA,MODIFIED USA,MODIFIED 37.511855,MODIFIED -122.2495236
